Company Name,Type of Company,Year of Establishment,Registration Number,GST Number,PAN Number,Head Office District,Contact Number,Official Email,Website,Branch Office Locations,Owner / MD Name,Key Decision Maker,Total Employees,Organizational Structure,Board of Directors,Nature of Business,Core Specialization,Service Areas,Years of Experience,Avg Projects Per Year,Avg Annual Turnover (Rs.),Net Worth (Rs.),Financial Stability,Financial Commitments,Total Engineers,Total Technical Staff,Major Machinery,Equipment Capacity,Total Projects Completed,Blacklisting History,Legal Disputes,ISO Certification,Safety Compliance,Environmental Compliance,Labour Law Compliance
Square Infra Solutions 628,Partnership,2017,09W3T6WHGQ,PN3EQRXZZ2BYKCS,WM2ZH525KJ,Perambalur,9937831420,squareinfrasolutions628@example.com,www.squareinfra628.com,Thanjavur,Owner 628,MD 628,38,Hierarchical,"Director A628, Director B628",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,6,5,121798290,216637748,Moderate,41201514,80,200,"Excavators, Cranes, Concrete Mixers",High,227,Yes,Yes,ISO 9001,High,Partial,Non-Compliant
Square Infra Solutions 629,Partnership,2017,9WNLFKCFPF,KCBGD729XE3IUNS,XCJRJ4MOX2,Thanjavur,9842598568,squareinfrasolutions629@example.com,www.squareinfra629.com,Tiruchirappalli,Owner 629,MD 629,221,Hierarchical,"Director A629, Director B629",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,14,15,218073529,144280356,At Risk,31706551,25,135,"Excavators, Cranes, Concrete Mixers",Low,31,No,Yes,ISO 9001,Low,Partial,Partial
Square Infra Solutions 630,Ltd,2012,0UQXP4L18I,9NZC2KMNT9KNVK2,RWOUMU6V5W,Tenkasi,9526190330,squareinfrasolutions630@example.com,www.squareinfra630.com,Madurai,Owner 630,MD 630,389,Hierarchical,"Director A630, Director B630",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,18,8,449807834,211249222,Stable,37253092,85,188,"Excavators, Cranes, Concrete Mixers",Low,274,Yes,Yes,ISO 14001,High,Compliant,Compliant
Square Infra Solutions 631,Partnership,2015,TDR86D4XGL,BRJUX2AIEX2W2M4,LDDXSXAK27,Nagapattinam,9313855842,squareinfrasolutions631@example.com,www.squareinfra631.com,Viluppuram,Owner 631,MD 631,333,Hierarchical,"Director A631, Director B631",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,17,22,354093422,17363030,Moderate,19195603,25,167,"Excavators, Cranes, Concrete Mixers",Medium,123,Yes,Yes,ISO 9001,Medium,Compliant,Compliant
Square Infra Solutions 632,Partnership,2013,9773KDAPNM,F1CJR64UIMJ4AEM,UL3V6L0OZ0,Cuddalore,9496216009,squareinfrasolutions632@example.com,www.squareinfra632.com,Kancheepuram,Owner 632,MD 632,416,Hierarchical,"Director A632, Director B632",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,27,13,306125835,96663777,Moderate,30243456,89,37,"Excavators, Cranes, Concrete Mixers",Medium,135,No,No,ISO 14001,Medium,Compliant,Non-Compliant
Square Infra Solutions 633,Partnership,2006,OKFFP7F1QF,TZC33YGMEJAVLXO,ZCGHNPZIBJ,Tenkasi,9071760211,squareinfrasolutions633@example.com,www.squareinfra633.com,Kanniyakumari,Owner 633,MD 633,28,Hierarchical,"Director A633, Director B633",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,4,15,488631541,231566111,At Risk,32501866,93,87,"Excavators, Cranes, Concrete Mixers",High,251,No,Yes,Not Certified,Low,Compliant,Non-Compliant
Square Infra Solutions 634,Ltd,2000,Z5GQV71YFP,GXPRLVDB48BUGEJ,00IRVHWMYM,Kancheepuram,9870948746,squareinfrasolutions634@example.com,www.squareinfra634.com,Mayiladuthurai,Owner 634,MD 634,92,Hierarchical,"Director A634, Director B634",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,18,5,145001568,268181037,At Risk,45434246,86,20,"Excavators, Cranes, Concrete Mixers",Medium,122,Yes,No,Not Certified,Medium,Partial,Partial
Square Infra Solutions 635,Pvt Ltd,2010,KQOXFN04LA,W6WBZT99LLO8BKF,RHVLWIK1UB,Madurai,9669603355,squareinfrasolutions635@example.com,www.squareinfra635.com,Coimbatore,Owner 635,MD 635,377,Hierarchical,"Director A635, Director B635",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,21,18,258411508,57062351,Moderate,5770683,99,196,"Excavators, Cranes, Concrete Mixers",High,289,No,Yes,ISO 14001,Low,Compliant,Compliant
Square Infra Solutions 636,Ltd,1995,QYLRQ9A2KY,YC9U9ZP561N8QSL,FAAS4UFTQF,Ramanathapuram,9509213509,squareinfrasolutions636@example.com,www.squareinfra636.com,Tirupathur,Owner 636,MD 636,43,Hierarchical,"Director A636, Director B636",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,1,23,207993974,14783875,Moderate,40924258,72,178,"Excavators, Cranes, Concrete Mixers",Low,61,Yes,No,ISO 45001,High,Compliant,Partial
Square Infra Solutions 637,Partnership,2008,BGI6J92WFV,U2C3QXYDY84MUEX,BOCR9MN1TH,Mayiladuthurai,9978686886,squareinfrasolutions637@example.com,www.squareinfra637.com,Dharmapuri,Owner 637,MD 637,19,Hierarchical,"Director A637, Director B637",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,14,23,8421831,170559399,Moderate,7080936,88,157,"Excavators, Cranes, Concrete Mixers",Low,212,Yes,Yes,ISO 14001,High,Compliant,Partial
Square Infra Solutions 638,Proprietorship,2003,J7V0XEUYZ4,QKGZSAO950BQWZ2,WXONBQ6V3X,Kallakurichi,9689629076,squareinfrasolutions638@example.com,www.squareinfra638.com,Kanniyakumari,Owner 638,MD 638,395,Hierarchical,"Director A638, Director B638",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,28,17,132234739,54365204,Stable,37595758,9,167,"Excavators, Cranes, Concrete Mixers",High,221,Yes,No,Not Certified,High,Compliant,Compliant
Square Infra Solutions 639,Proprietorship,1996,VTMBB2QJNQ,M6Q7DEPIVCCQWB7,SKE468P0LO,Madurai,9975736060,squareinfrasolutions639@example.com,www.squareinfra639.com,Chengalpattu,Owner 639,MD 639,203,Hierarchical,"Director A639, Director B639",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,11,25,172559444,279182931,Stable,34674715,75,173,"Excavators, Cranes, Concrete Mixers",Low,47,No,No,ISO 9001,Low,Non-Compliant,Partial
Square Infra Solutions 640,Partnership,2005,9JKVMJMQ9X,71AYXRUDNFLOFTB,YUGINESTVX,Virudhunagar,9820512622,squareinfrasolutions640@example.com,www.squareinfra640.com,Sivaganga,Owner 640,MD 640,181,Hierarchical,"Director A640, Director B640",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,5,21,180918233,278252321,Moderate,9997213,85,10,"Excavators, Cranes, Concrete Mixers",Low,245,No,Yes,ISO 45001,High,Partial,Compliant
Square Infra Solutions 641,Ltd,2018,AIYK60I64J,HMJ2PI3OKSYG7Y1,P0O93GV6GB,Chennai,9272873233,squareinfrasolutions641@example.com,www.squareinfra641.com,Perambalur,Owner 641,MD 641,203,Hierarchical,"Director A641, Director B641",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,4,5,374597157,255122378,At Risk,25569895,87,172,"Excavators, Cranes, Concrete Mixers",Low,75,No,No,Multiple,Low,Compliant,Non-Compliant
Square Infra Solutions 642,Ltd,2018,A0LZS3MZN1,E3SHL7P0J5T4LCD,YVJAK5V8Y9,Ranipet,9050241450,squareinfrasolutions642@example.com,www.squareinfra642.com,Tiruppur,Owner 642,MD 642,27,Hierarchical,"Director A642, Director B642",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,14,19,352336676,197777119,Moderate,15382689,32,86,"Excavators, Cranes, Concrete Mixers",Medium,190,Yes,Yes,ISO 9001,Low,Compliant,Compliant
Square Infra Solutions 643,Pvt Ltd,2017,0GVYUTR586,VDKJOM0YKKA8O41,N5O3VTG6CD,Ranipet,9430867535,squareinfrasolutions643@example.com,www.squareinfra643.com,Cuddalore,Owner 643,MD 643,380,Hierarchical,"Director A643, Director B643",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,9,11,362732574,192244446,Stable,41681186,51,150,"Excavators, Cranes, Concrete Mixers",Low,250,Yes,Yes,ISO 14001,High,Non-Compliant,Partial
Square Infra Solutions 644,Ltd,2009,OPF2TGC39Q,9E0USPVF88W1EHR,FMHZ6DVQR1,Tiruvallur,9144539499,squareinfrasolutions644@example.com,www.squareinfra644.com,Tirunelveli,Owner 644,MD 644,452,Hierarchical,"Director A644, Director B644",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,4,14,229778831,172360580,Moderate,38194962,34,106,"Excavators, Cranes, Concrete Mixers",Low,7,No,No,ISO 45001,Low,Compliant,Non-Compliant
Square Infra Solutions 645,Pvt Ltd,2015,IYHEWA6LZG,CF08AMFMITJP06X,ZBHN5D4LAU,Namakkal,9394555229,squareinfrasolutions645@example.com,www.squareinfra645.com,Coimbatore,Owner 645,MD 645,53,Hierarchical,"Director A645, Director B645",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,22,20,278617978,225007368,Moderate,25121500,91,187,"Excavators, Cranes, Concrete Mixers",Low,27,No,Yes,ISO 45001,Low,Compliant,Compliant
Square Infra Solutions 646,Ltd,2012,8D7S2W8UZ0,BYSZ7PVO1C64A19,QM4PLNR3HL,Coimbatore,9452338726,squareinfrasolutions646@example.com,www.squareinfra646.com,Cuddalore,Owner 646,MD 646,94,Hierarchical,"Director A646, Director B646",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,6,15,49263357,122967998,Moderate,26987564,94,120,"Excavators, Cranes, Concrete Mixers",Medium,137,No,Yes,ISO 9001,High,Compliant,Compliant
Square Infra Solutions 647,Pvt Ltd,1999,BZLXKFNCMY,WFW28H6VZ5HETXL,IB00W7D4VZ,Dindigul,9862004552,squareinfrasolutions647@example.com,www.squareinfra647.com,Erode,Owner 647,MD 647,497,Hierarchical,"Director A647, Director B647",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,1,14,365178466,195010157,At Risk,31349459,81,23,"Excavators, Cranes, Concrete Mixers",Low,297,No,Yes,ISO 14001,High,Non-Compliant,Non-Compliant
Square Infra Solutions 648,Proprietorship,2016,FKOIWNEXCT,G0Z2WR1RQK85L8W,YJ1JPNV4B0,Tiruppur,9642551123,squareinfrasolutions648@example.com,www.squareinfra648.com,Tirunelveli,Owner 648,MD 648,488,Hierarchical,"Director A648, Director B648",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,2,2,202735631,223419014,Moderate,36494585,29,200,"Excavators, Cranes, Concrete Mixers",Medium,199,Yes,Yes,ISO 14001,Medium,Partial,Compliant
Square Infra Solutions 649,Partnership,2017,3D91EIN2J6,DD6SOBBOK5QENR9,H5S48HNWFO,Ariyalur,9143388961,squareinfrasolutions649@example.com,www.squareinfra649.com,Coimbatore,Owner 649,MD 649,279,Hierarchical,"Director A649, Director B649",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,22,24,317656908,55887682,Stable,17445375,77,182,"Excavators, Cranes, Concrete Mixers",Medium,248,No,No,Multiple,High,Non-Compliant,Compliant
Square Infra Solutions 650,Ltd,2006,WDIYX7Y6FJ,51R1YZJ2P8MAVFJ,JFTXBEJPYL,Kancheepuram,9726107912,squareinfrasolutions650@example.com,www.squareinfra650.com,Erode,Owner 650,MD 650,98,Hierarchical,"Director A650, Director B650",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,23,23,107325432,119291144,Moderate,7090551,47,162,"Excavators, Cranes, Concrete Mixers",High,40,Yes,No,ISO 9001,High,Non-Compliant,Non-Compliant
Square Infra Solutions 651,Proprietorship,2021,61WBKIFJHV,7ZRU7JUEUFV9ZMW,3V7L7B0PL0,Kallakurichi,9089165206,squareinfrasolutions651@example.com,www.squareinfra651.com,Ramanathapuram,Owner 651,MD 651,223,Hierarchical,"Director A651, Director B651",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,25,20,59151217,13048595,Moderate,26875559,44,106,"Excavators, Cranes, Concrete Mixers",Medium,129,No,No,ISO 45001,Low,Compliant,Compliant
Square Infra Solutions 652,Partnership,2020,93I7L05W31,PET9SSDWC9C4Z75,MSWPYOBZR9,Ramanathapuram,9209548845,squareinfrasolutions652@example.com,www.squareinfra652.com,Kancheepuram,Owner 652,MD 652,55,Hierarchical,"Director A652, Director B652",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,17,12,335253715,35045224,Stable,48087292,66,114,"Excavators, Cranes, Concrete Mixers",Medium,77,Yes,Yes,ISO 9001,Medium,Non-Compliant,Compliant
Square Infra Solutions 653,Pvt Ltd,2020,S44E3E36DN,OAHQEGEEN5E9TDR,XMUL1QRWJD,Salem,9994687068,squareinfrasolutions653@example.com,www.squareinfra653.com,Kallakurichi,Owner 653,MD 653,462,Hierarchical,"Director A653, Director B653",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,28,2,248869559,222928293,At Risk,15434928,18,107,"Excavators, Cranes, Concrete Mixers",Medium,220,No,Yes,ISO 45001,Low,Partial,Non-Compliant
Square Infra Solutions 654,Partnership,2010,3H1CG6LLSK,M51T3H9CQEPZTVG,2KAK0DONTV,Vellore,9626362747,squareinfrasolutions654@example.com,www.squareinfra654.com,Nilgiris,Owner 654,MD 654,80,Hierarchical,"Director A654, Director B654",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,8,18,394981646,67247678,Stable,11715549,20,47,"Excavators, Cranes, Concrete Mixers",Medium,222,No,No,ISO 14001,Medium,Compliant,Partial
Square Infra Solutions 655,Proprietorship,2003,CW4OVUK4NE,V83M9HCJPHT71PY,PIPFCWDAYX,Dharmapuri,9913094670,squareinfrasolutions655@example.com,www.squareinfra655.com,Theni,Owner 655,MD 655,136,Hierarchical,"Director A655, Director B655",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,15,6,366102148,275110880,Moderate,41368424,29,115,"Excavators, Cranes, Concrete Mixers",Low,129,No,Yes,ISO 9001,High,Non-Compliant,Non-Compliant
Square Infra Solutions 656,Ltd,2021,U7HHOCC0P3,PF96I7870C6MCW5,UTDYFBR9N4,Cuddalore,9062662292,squareinfrasolutions656@example.com,www.squareinfra656.com,Ranipet,Owner 656,MD 656,229,Hierarchical,"Director A656, Director B656",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,12,25,69268249,278105683,At Risk,9495124,70,59,"Excavators, Cranes, Concrete Mixers",High,194,Yes,No,ISO 9001,Low,Non-Compliant,Non-Compliant
Square Infra Solutions 657,Ltd,2018,1QERKAEK8I,9L2XOWDD38M26ZR,T2SOK80DFD,Karur,9705542062,squareinfrasolutions657@example.com,www.squareinfra657.com,Tiruppur,Owner 657,MD 657,487,Hierarchical,"Director A657, Director B657",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,29,14,424562020,111961813,Moderate,2483360,86,56,"Excavators, Cranes, Concrete Mixers",Low,269,Yes,No,ISO 9001,Medium,Non-Compliant,Partial
Square Infra Solutions 658,Ltd,2016,6FGY53YUPL,R3G8YEFYMI5KAGH,SEY8XT5TR4,Vellore,9468131110,squareinfrasolutions658@example.com,www.squareinfra658.com,Thanjavur,Owner 658,MD 658,122,Hierarchical,"Director A658, Director B658",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,16,4,265358680,289048805,Moderate,10710611,73,28,"Excavators, Cranes, Concrete Mixers",High,60,Yes,No,Not Certified,High,Partial,Compliant
Square Infra Solutions 659,Partnership,2018,4XC31Y11HF,T1AS9WP7L8OR69D,UV3BCDRFGP,Pudukkottai,9698964583,squareinfrasolutions659@example.com,www.squareinfra659.com,Nilgiris,Owner 659,MD 659,336,Hierarchical,"Director A659, Director B659",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,15,5,264100310,68495722,Stable,24247930,25,177,"Excavators, Cranes, Concrete Mixers",Medium,186,No,Yes,Multiple,Low,Partial,Compliant
Square Infra Solutions 660,Proprietorship,2008,7IZA98HVBF,KMCP2G3WD5Z6DCL,BDNATXG61M,Tiruvannamalai,9540617042,squareinfrasolutions660@example.com,www.squareinfra660.com,Pudukkottai,Owner 660,MD 660,138,Hierarchical,"Director A660, Director B660",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,1,19,416776182,232657053,Stable,46495948,90,128,"Excavators, Cranes, Concrete Mixers",Medium,180,Yes,No,ISO 45001,High,Partial,Non-Compliant
Square Infra Solutions 661,Proprietorship,2005,V68PLZ8G3K,DSMYGDMK98HM2QM,AQCL0IR12H,Coimbatore,9434151252,squareinfrasolutions661@example.com,www.squareinfra661.com,Tiruvallur,Owner 661,MD 661,56,Hierarchical,"Director A661, Director B661",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,7,13,293252187,264518452,Stable,13017306,18,116,"Excavators, Cranes, Concrete Mixers",Medium,293,No,Yes,ISO 9001,Low,Partial,Partial
Square Infra Solutions 662,Proprietorship,2005,K5KP07UY2N,8K8WP93EKKY6DPK,6TDVZXPHGZ,Chengalpattu,9511949711,squareinfrasolutions662@example.com,www.squareinfra662.com,Thoothukudi,Owner 662,MD 662,214,Hierarchical,"Director A662, Director B662",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,26,2,102168788,186628142,At Risk,35234092,20,69,"Excavators, Cranes, Concrete Mixers",High,230,No,Yes,Multiple,High,Non-Compliant,Non-Compliant
Square Infra Solutions 663,Ltd,2010,GU1LHE9M4P,G6M6QRO6ZP8OF74,MWKP91ZI13,Tiruvannamalai,9962191817,squareinfrasolutions663@example.com,www.squareinfra663.com,Tiruvarur,Owner 663,MD 663,140,Hierarchical,"Director A663, Director B663",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,7,25,402158156,180469621,At Risk,22832755,7,23,"Excavators, Cranes, Concrete Mixers",Medium,241,No,No,Not Certified,Medium,Compliant,Compliant
Square Infra Solutions 664,Proprietorship,1998,YJC1Z3QXOX,XYCKN1UOVZ80SBF,KE247VH3BX,Kallakurichi,9970473477,squareinfrasolutions664@example.com,www.squareinfra664.com,Thoothukudi,Owner 664,MD 664,254,Hierarchical,"Director A664, Director B664",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,2,17,194559789,147644569,At Risk,34261439,91,140,"Excavators, Cranes, Concrete Mixers",Medium,277,No,Yes,Multiple,Low,Non-Compliant,Compliant
Square Infra Solutions 665,Partnership,1998,W8H77H6UIR,5WN6WJUNLD21NMI,XLS6DIGOX4,Tenkasi,9756739770,squareinfrasolutions665@example.com,www.squareinfra665.com,Tiruppur,Owner 665,MD 665,180,Hierarchical,"Director A665, Director B665",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,1,14,50237801,52102203,Stable,40810276,12,19,"Excavators, Cranes, Concrete Mixers",Low,47,Yes,Yes,Multiple,High,Non-Compliant,Compliant
Square Infra Solutions 666,Partnership,2021,YJ1A3GOPHD,GVV3HEZ9TD4BPTW,0FQO2TU61V,Thoothukudi,9095485361,squareinfrasolutions666@example.com,www.squareinfra666.com,Virudhunagar,Owner 666,MD 666,267,Hierarchical,"Director A666, Director B666",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,22,17,69220821,97217398,Stable,45905932,61,192,"Excavators, Cranes, Concrete Mixers",Medium,5,Yes,Yes,ISO 14001,High,Partial,Compliant
Square Infra Solutions 667,Proprietorship,2002,R6W80RPOKC,PWRW00SNJ1R6N9X,MIMEZR5G0F,Perambalur,9449860384,squareinfrasolutions667@example.com,www.squareinfra667.com,Ranipet,Owner 667,MD 667,385,Hierarchical,"Director A667, Director B667",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,24,17,61824321,256497631,At Risk,25384921,62,114,"Excavators, Cranes, Concrete Mixers",Medium,133,Yes,No,Not Certified,Medium,Partial,Partial
Square Infra Solutions 668,Proprietorship,2010,FQV72W0FAP,105SWIJPSRZGHPG,I8IWH9FQS8,Dindigul,9192429642,squareinfrasolutions668@example.com,www.squareinfra668.com,Tenkasi,Owner 668,MD 668,466,Hierarchical,"Director A668, Director B668",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,24,10,28239025,168685604,Moderate,40960886,46,109,"Excavators, Cranes, Concrete Mixers",Low,107,Yes,No,ISO 14001,High,Compliant,Partial
Square Infra Solutions 669,Pvt Ltd,2002,65WGPY8NUT,0YRCUR8MVTM3UNO,6SW9FNIQ2H,Tirupathur,9034935586,squareinfrasolutions669@example.com,www.squareinfra669.com,Nilgiris,Owner 669,MD 669,273,Hierarchical,"Director A669, Director B669",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,18,16,113116738,111341226,Moderate,10992096,43,10,"Excavators, Cranes, Concrete Mixers",Low,96,Yes,Yes,ISO 9001,Low,Compliant,Compliant
Square Infra Solutions 670,Proprietorship,2011,CTQSIGADJL,A8F4WMH1FFZJHGA,VY09SC3MN0,Kallakurichi,9099749980,squareinfrasolutions670@example.com,www.squareinfra670.com,Tirunelveli,Owner 670,MD 670,440,Hierarchical,"Director A670, Director B670",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,26,18,190501864,65428156,Moderate,9873721,92,132,"Excavators, Cranes, Concrete Mixers",Low,299,No,Yes,Not Certified,Low,Compliant,Non-Compliant
Square Infra Solutions 671,Proprietorship,2007,Z4Q3Y7AA8M,V94WMSLDYB23HXP,MQ6S6Y1NWU,Theni,9233230894,squareinfrasolutions671@example.com,www.squareinfra671.com,Cuddalore,Owner 671,MD 671,296,Hierarchical,"Director A671, Director B671",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,8,2,371593682,79620597,Moderate,28786836,29,45,"Excavators, Cranes, Concrete Mixers",Low,52,Yes,Yes,ISO 14001,High,Compliant,Non-Compliant
Square Infra Solutions 672,Ltd,1999,BKP1ZBQB85,TCO7SYLULQRUIMC,M4JHGM2MCF,Tiruppur,9711629939,squareinfrasolutions672@example.com,www.squareinfra672.com,Tiruvallur,Owner 672,MD 672,488,Hierarchical,"Director A672, Director B672",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,25,12,185617424,284729940,Stable,31623059,66,182,"Excavators, Cranes, Concrete Mixers",Low,99,No,Yes,ISO 45001,Low,Partial,Compliant
Square Infra Solutions 673,Partnership,1995,SP0CWDAEBK,GXYIVEIRQF8CX0K,S31T0W53YS,Sivaganga,9299798041,squareinfrasolutions673@example.com,www.squareinfra673.com,Coimbatore,Owner 673,MD 673,12,Hierarchical,"Director A673, Director B673",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,2,22,384321450,268417500,Moderate,41146046,46,90,"Excavators, Cranes, Concrete Mixers",High,26,Yes,Yes,ISO 14001,Medium,Partial,Compliant
Square Infra Solutions 674,Partnership,1999,5JW5G64DZB,58Q0A64A6NVY6ZI,CGEWP4DJC6,Dindigul,9783360330,squareinfrasolutions674@example.com,www.squareinfra674.com,Pudukkottai,Owner 674,MD 674,26,Hierarchical,"Director A674, Director B674",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,1,12,397478517,230407278,Moderate,2035237,5,37,"Excavators, Cranes, Concrete Mixers",High,190,No,No,Multiple,Low,Compliant,Non-Compliant
